Customer ID,State,Area_Code,Phone,Intl_Plan,VMail_Plan,Churn
92c98be1458d3551,MS,415,397-9148,no,yes,1
958dfcdb82bfc1bf,VT,408,415-4857,no,yes,0
6e1a7f88e90f3d2,NE,415,354-7314,no,no,0
68536eb11b70125,VA,408,346-5611,no,no,0
56ee7a8f9de8c7e,DE,415,349-4703,no,yes,0
67d7398fd7f4664,AL,408,411-7778,yes,yes,1
93d7eeb3c6cec2cb,ID,510,421-1469,no,yes,0
79ee0e646713f1e,MS,510,420-5990,no,no,0
62a5179ff66a112,OK,408,389-4780,no,no,0
74798d791152f82,NM,415,357-2735,no,no,0
5cde1fe9d4246df,WI,408,409-4791,no,no,0
92b905fccf02c829,WV,415,380-5286,no,no,0
74af2c4ef39d392,SC,510,394-8402,no,no,1
93122ca1585e9645,KY,408,392-1616,no,yes,0
6817fe9685c6609,MO,408,364-1969,no,no,0
7471fd5ff095e04,IL,510,390-4152,no,no,0
94e1801ef1a97bdf,OK,408,367-7039,no,no,0
56fc32fdc5e8ae7,MI,510,391-6607,no,no,0
79c087f1f681812,NJ,415,379-6652,no,yes,0
5db1cae7b2681e7,ID,415,384-1833,no,no,0
9257169c40cca1a3,DC,510,403-2455,yes,no,0
5de8ea72edf241b,NY,415,391-1348,no,yes,0
6ec1a9aee7c0c7b,AL,415,408-4174,no,no,0
7a4e3173a7d6021,OR,415,366-4334,no,yes,0
931b3e515f12967d,OK,415,406-5059,no,yes,0
692d5b108e4b496,LA,510,373-6784,no,no,0
95901a4b958e3930,NE,408,408-3532,no,no,0
93247cf5010be30b,TX,415,350-8680,no,yes,0
958528731439b575,UT,415,398-9870,no,yes,0
94845739f2508dca,OR,415,343-3356,no,no,0
63ea67127de4c34,NY,408,415-4609,no,no,0
5dd4bfad09435e5,AL,408,404-5387,no,yes,0
941bc44b753641a8,RI,415,415-8151,no,yes,0
942122d5c098d1c4,MN,415,416-2778,yes,yes,1
5270a63d02035fe,NC,415,393-3300,no,no,0
6f307d651d9b33a,MD,510,391-7661,no,yes,0
79c67e788af8c11,RI,510,339-4317,no,yes,0
699b75386fd674a,WI,510,418-6455,yes,no,1
79cd0a08aa9bd02,VT,510,378-3508,yes,yes,1
571c4b343a21155,CT,415,390-9359,no,yes,0
930f9881dd990341,OK,408,364-2495,no,yes,0
92b402fa79e57e5a,AK,415,364-7719,no,no,1
942fd2a728a7fb14,NY,415,421-1189,no,no,0
5d51762aa1de950,GA,510,419-8987,no,no,1
682442f1713d54e,UT,510,402-9980,yes,no,0
68d3c32c001816a,NM,415,376-5908,no,no,0
6e491707c02702b,NE,415,400-3150,no,yes,0
93155293e38b1e6b,NJ,408,336-1749,no,no,0
63c4c7fe4ca65cc,TX,408,420-1259,no,yes,0
6e485017dea82f8,MT,408,339-7541,no,no,1
931a20d74a88f952,CO,415,378-9029,no,no,0
733fc82f192a5f8,VT,415,342-7514,no,no,0
62d81886728ad59,RI,408,422-4956,no,yes,0
7a89257ee7981a4,WY,408,389-8606,no,yes,0
7a7316b24687d29,ID,415,406-7261,no,no,0
68f22950fceec67,CT,415,417-7973,no,yes,0
7a1bf77ca00f0dc,ME,510,390-2891,no,no,0
6e6528d1aa44114,AZ,510,385-7387,no,yes,0
741a6eb68f8727b,MD,510,362-2776,yes,no,0
926ee2ef187a2e14,IN,510,329-1955,no,no,0
936f92060edb1733,NC,408,344-3160,yes,yes,1
6265ae12d4f4c96,DE,510,406-2454,no,no,0
953b973a2b77790b,MN,415,335-3913,no,yes,0
5d69e50f5bc5416,WI,415,355-7705,yes,no,0
689919f14cc5705,FL,408,410-7108,no,yes,0
5d6a86c184edc57,WV,510,419-1674,no,no,1
92be6abb1dd9ae3d,SD,415,351-7369,no,yes,0
7928d544845fc95,FL,415,349-9566,no,no,0
92b26f9cae7a9d48,OR,408,333-3421,no,no,0
78c749ffcaf2241,CO,408,393-8199,no,yes,0
6ddc1a5d00bb071,CT,408,388-4879,no,yes,0
92ba9892cc2c1730,IN,415,353-6007,no,no,1
94d3013190799df1,PA,415,416-1557,no,yes,0
9263b49a8fa8f109,NM,415,356-7217,no,no,0
94841d0cb20b39c1,ME,408,350-2012,no,no,0
926425e0dda2a680,SD,510,420-9838,no,no,1
92b11ef62610b499,AR,408,373-6379,no,no,0
78e14659bc7dfef,TX,408,355-7293,yes,no,0
92bdf59f11651efd,NH,415,406-4588,no,no,0
925b0ec1661da928,OK,408,345-1524,no,no,1
92c78b2403a40776,WI,408,375-8493,no,yes,0
92710a75a87d15e8,AL,408,361-2924,no,no,0
7393063a166cc7e,PA,408,359-6163,no,no,0
79364ff061dba28,OK,510,411-8140,no,no,0
738eb5aa6a97b14,ME,510,381-9049,no,yes,0
78e5afc197eeb96,WV,415,344-4478,no,no,0
7470575af3f18a0,HI,408,360-2690,no,yes,0
9318271ac9126a60,MN,510,410-7383,no,no,0
58a1cab85e64597,NY,408,356-1889,no,no,0
73dadf9b3029e12,AZ,415,341-2360,no,no,0
6e7953dcc684ed9,OH,510,370-3021,no,yes,0
925dc68eb6b69a44,MI,510,336-4656,no,no,0
6845e804eb99e76,MA,415,386-2810,yes,no,1
93cabe0edc47eb2a,WV,510,350-1354,no,no,0
62d0946aa789020,MI,415,346-5707,no,no,0
56fde5ab4571069,NM,415,405-8370,no,no,0
92b81017067c3d89,MO,415,373-2053,no,no,1
93272aad419b9e7e,RI,415,369-5222,no,no,0
687618b2e8ec2e9,NC,415,347-7420,no,yes,0
52dc6c54cacb791,WY,415,392-6856,no,no,0
92b61eddc3ba0aaf,WY,415,371-5556,no,no,0
7908bd0a1dea049,PA,510,334-5337,no,no,0
78d3cc02df68fa9,KY,415,334-8817,no,no,0
941e6c8f6c621047,OR,510,339-1405,no,no,0
9266a508ef6b3bf9,NV,415,380-7742,yes,yes,1
5cc146e04206367,DC,408,329-6191,no,yes,0
5e21c8b823ca0a1,UT,510,340-3075,no,yes,0
9487f3e21f436ad2,WA,408,416-5849,yes,yes,0
6f265b60db43202,FL,510,334-7443,no,no,0
9424da99a082eeeb,VA,510,394-9121,no,no,0
92b210347a178f39,KS,415,383-1657,yes,no,1
947e24eb9279a1a6,KS,415,347-4112,no,no,0
931d1906a15e2dff,DC,510,362-8280,no,no,0
92667fd1e6b0609a,ME,408,402-9982,no,yes,0
94d58a6f8cb913e3,LA,415,392-8905,no,no,0
931d1907400f8d11,DC,415,392-5512,no,no,0
7a27687a734effe,TX,510,351-6384,no,no,0
79c087e7f015f6f,NJ,408,348-8015,yes,yes,1
746a22bc8c31245,DE,510,374-6966,no,no,0
7a2a384abf37af8,VT,415,328-2236,no,no,0
6e9b8e2b48d8dd9,GA,415,372-6497,no,no,1
93c1bb260983c323,TX,408,417-8617,no,no,0
948fce79ec3edef1,MT,415,361-9621,no,no,0
695f1949f2017bd,ND,408,421-2723,no,yes,0
931269211b789cf4,NJ,415,327-9341,no,yes,0
5814086a1d85065,MO,408,383-5474,no,no,0
930b91995991e2e6,CO,510,328-8147,no,yes,0
930f3e86e1c975d5,KS,408,373-5438,no,no,0
68a4afd87bab989,NC,408,333-9253,no,yes,0
4c3fe4eec595ebf,MT,415,347-9421,no,yes,0
926890d925d56863,DE,415,419-3167,no,no,0
74a7b547ebc83ca,ND,415,414-4162,no,no,0
6e54eb60c607c3c,VA,408,416-5341,no,no,0
73b7a0b1a6c89d9,IL,415,368-8600,no,no,0
5e46ebafc58fb54,OK,415,336-6085,no,no,0
92b4362ced8c1cf7,CO,510,377-1479,no,yes,0
6245577aa492c0d,MT,415,360-2107,no,yes,0
942502f44be77393,WV,408,405-9384,no,yes,0
74a640f4ccacef6,ME,415,420-5179,no,no,0
936a9c33bb3c80d3,WI,415,331-3174,no,yes,0
6f310637178ed89,MO,408,411-5958,no,no,1
93c12b9edf27609e,NY,415,333-8180,no,no,0
92659af7b4f77300,CT,408,357-2679,no,no,0
62ed9260ad1ac19,AR,415,396-2867,no,yes,0
7487a91dbbf321d,WY,415,341-9443,no,yes,0
79de2725262949d,CA,510,341-4103,no,yes,0
6f2150fd3660059,CA,510,416-8701,no,no,1
632e00dc3cc7f66,MN,415,397-6109,no,no,0
9365a3488fac2773,AK,415,392-5587,no,no,0
57c3b31261902ea,VA,415,392-9342,no,no,0
93800b8170e41e1d,CO,415,368-2845,no,no,0
9272313eef61eff3,MT,408,405-4920,no,no,1
68dad72b3c0a664,SD,408,348-7484,no,yes,0
687631823e54dd2,NE,415,338-5207,no,no,0
9421ffe8d434605c,VT,415,418-7846,no,no,0
93d57d773a1ff042,ND,408,358-8729,no,no,0
92b774f29c8f9403,GA,415,349-1943,no,yes,0
930cb47d5d696e9a,OR,415,368-8283,no,no,0
529e8f944307ad5,MT,510,345-1419,no,no,0
94d3bc1d940aaaba,WY,415,358-8025,no,no,0
925a46a0c9583920,GA,415,383-8695,no,yes,0
57690a1acff20e1,WV,408,370-7565,no,yes,0
8c91cbd3ca994f2e,CT,415,401-6162,no,yes,0
941dd7a13c713ba8,IL,408,386-5303,no,no,0
67da5ff0e96b9a5,CO,408,351-6552,no,no,0
92cb920b1c343851,DE,415,345-5338,no,no,0
5d2a625cd3559c1,LA,415,330-2849,no,no,0
5cfd4bfd221fd56,MA,408,364-6801,no,no,0
73e650b079f6fa2,IN,408,375-3003,no,no,0
68d4581e2ffc10f,NY,510,383-8878,no,no,0
6e819e311d7a9c1,TX,415,384-2372,yes,no,1
92c388e3c9638dd4,KS,510,377-7107,no,no,0
926d505947af3c6e,WV,415,361-1581,no,no,0
954464a8a9875198,NE,415,417-7888,no,yes,0
93154ded6d54429b,ND,408,383-8364,no,no,0
92b11988871ad9f5,AK,408,396-2335,no,no,0
686625c3897d9dd,CO,415,408-4530,no,yes,0
94e14b64bbac4393,ME,415,408-6621,no,no,0
926fcadfac790a22,SC,510,393-7522,no,no,0
4c3f9a73f8c6e15,MN,510,338-7120,no,yes,0
6dad451b56931a0,CO,415,357-4265,no,no,0
74a3ece9808ac29,KS,415,398-8801,no,no,0
937b2c2db5d4a552,MS,510,346-2347,no,no,0
7390365cac09c13,NE,408,343-2741,no,no,0
7934c2cb0c1406d,NJ,510,420-8242,no,yes,0
948510a3f0c97756,WI,510,402-7746,no,no,0
79ee1a6ab228982,MT,415,332-1494,no,no,0
942bab25ffa1ec95,AR,415,388-6223,no,no,0
688386f2bc581a3,WA,408,404-9539,no,no,0
5843c964625b17b,NH,415,341-7332,no,no,0
7a4459f0cf1ca50,IA,415,338-7886,no,no,0
931061693cba4f22,WV,415,332-5596,no,no,0
7997e7526fe98ae,RI,415,348-9945,no,no,0
7a76d25beb015c3,KS,415,407-1896,no,no,0
947e55cb198744ce,MT,510,398-9408,no,yes,0
94787f046d6957bd,MO,510,369-8005,no,no,0
7a71d3a812abc3e,HI,415,346-2530,no,no,0
926e5373e1c0e0f9,CO,415,400-5984,no,no,0
73dd96a56e0a136,CT,510,351-1007,no,yes,0
73b73d6095cc090,ID,415,345-5980,yes,yes,0
93801a3e71fb1968,DC,510,368-8964,no,no,0
699730afb2ccb82,TN,510,358-1912,no,no,0
9327af528037130a,WY,510,379-3132,no,no,0
92697100ae8f7771,MO,415,340-9910,no,no,0
943369d68c6105c4,VA,415,396-2719,no,no,0
948d68e5da713b76,SD,415,369-6204,no,yes,0
92c1c259b82e9564,WV,510,420-9971,yes,no,1
638189a611fbbf9,GA,408,410-3782,yes,yes,0
691e096fbb5220d,AZ,415,404-4481,no,no,0
931fc08a670bc893,AK,408,383-9255,no,no,0
6ef03472404d8f9,AK,510,418-9385,no,no,0
92570bbaf57772b9,CT,415,360-9676,no,yes,0
926178e919a5c0a4,UT,510,327-3587,no,yes,1
92bad133b5cb5320,KY,415,385-4715,no,no,0
6f022496816c2b8,MI,510,414-2695,no,no,0
9326e983eecdd696,OR,510,331-5999,no,yes,0
6395b455e33247d,TN,510,337-7739,no,no,0
739e9021603eb3b,WV,408,388-6658,no,no,0
68a50716230abf5,NJ,415,405-6943,no,no,0
7449c0117aceb61,MS,510,382-4084,no,yes,0
941e32625a333cbc,ME,415,352-8249,no,yes,0
79a031a5d1233d6,WY,510,353-8363,no,no,1
78e5d55a2e38a9b,WY,415,416-2825,no,no,0
5e0f754989bde47,IN,510,342-6696,no,no,0
741c5f1ff3747ae,NM,408,338-9210,no,yes,0
7963598eb686fb7,NJ,415,328-1768,yes,yes,0
948ee8e3b020c0dd,DC,415,406-5870,yes,no,0
696a64ca7c5f627,UT,415,398-3834,no,no,1
7902632bc076847,KY,415,330-7754,yes,no,1
695b5134281a8bb,KS,510,414-9054,no,no,0
925add1c816068cd,MI,510,350-2832,no,no,0
693bcdeccbfcfd7,UT,510,414-9027,no,yes,0
6901f6fe0dcbc36,NE,415,337-1225,no,no,0
92c30b3a5ac2d755,FL,415,394-6577,no,yes,0
9432795e330a1159,LA,408,359-6995,no,no,0
6f02acca1ac8a00,MT,415,377-7561,no,no,0
92cd57d4b7a7131e,WA,415,380-6631,no,yes,0
930c7d6acf7aa888,MI,415,390-8876,no,no,0
9429b79df0862f52,KY,510,413-2201,no,no,0
92694e19440ab8de,LA,408,374-2073,no,no,0
74798dd255ce8b2,NM,510,417-1272,yes,no,0
93d1619ddfa0b1d7,AL,415,358-1129,no,yes,0
925ae1c4d566c72f,MO,415,394-1211,no,yes,0
51a656385219dd0,CO,510,327-1319,no,yes,0
78e14667632d8dc,TX,415,399-4413,no,no,0
5cd15f7b4f05eca,NY,415,393-9985,no,no,0
698fdeeda4282fe,OR,415,401-8377,no,no,0
5797c672ccb2ec4,WY,415,331-3202,no,no,0
92b8d4572cdb3505,UT,415,358-5953,no,no,0
926f20fe9be952ec,LA,510,380-7624,no,yes,0
93785d209b368563,NV,415,416-5261,no,yes,0
9323dc68bdeed996,NC,510,417-5067,no,no,0
529f3d55ff0d67b,NC,408,345-6515,no,no,0
94797742e84e35a3,WY,415,406-1349,yes,no,0
5792bbb8dfea29b,TN,415,360-9038,no,yes,0
930bd769e36b2527,FL,415,348-3444,no,yes,0
92b9fe35efa607ac,CA,415,370-2892,no,no,0
9312923f04334853,PA,415,383-4061,yes,no,1
93d94d4c9a0fff17,WV,415,391-7937,no,yes,0
6e4954cb00556ee,NJ,415,389-4083,no,no,0
926974e75d141290,MT,415,410-9633,no,no,0
94ea0eb7e5a9d73f,MN,415,418-9502,no,no,0
93dc2ca877bbf09b,WI,415,339-6637,yes,yes,1
6ecd4c08bd7fd9d,ID,510,356-3403,no,no,0
9320d957d780db02,MA,408,371-9457,yes,no,1
73352a321d26239,OR,415,391-8087,no,no,0
926974e29fcd0c36,MT,510,392-6420,no,no,0
6805d06df59f41c,AL,415,399-4094,no,yes,0
937565b2726f6ffb,ND,510,378-4013,yes,yes,0
92c0a986ef2973e4,LA,415,386-6306,no,yes,0
948a07374b35c9e3,ND,408,359-3618,yes,no,0
926c5d8d94856ed5,MS,510,340-8875,yes,no,0
92b905fbc68251e7,WV,415,330-2693,yes,no,0
57f42e8dee7b153,WI,510,403-7627,no,yes,0
926087ab5bc72577,KS,408,342-3678,yes,no,0
926c5a734a478d0e,MO,415,344-9943,no,yes,0
69908c66881531b,PA,415,390-5686,no,no,0
7423732f80951f1,SD,408,358-5826,no,no,0
5213cecb437be08,NJ,408,393-7826,no,no,1
78c42331d53cb7b,AL,415,335-9786,no,no,0
937b2152074ffc99,ME,510,368-9860,no,no,0
7921ffa62a4c9c7,AZ,415,416-9522,yes,yes,0
587efbd4241d71f,VT,415,416-7307,no,no,0
698e8f8b57df06e,NV,510,397-6789,yes,yes,1
5d987c320d5718d,WI,408,335-9501,no,no,0
6e11acbcb6d5fd8,HI,408,388-1250,no,no,0
79257cf204aca1a,DE,415,386-1374,no,no,0
92b9e181ed4efd79,AZ,415,346-8112,no,yes,0
696af9af577b241,VA,408,364-9040,yes,no,1
9374bb0acf4fcc68,GA,415,366-3944,no,yes,0
9256e049e98158bb,AZ,415,331-9861,no,yes,0
79edcff2e1ec17f,MN,415,330-2881,no,yes,0
926f3c29a55e6982,ME,510,402-9558,no,no,0
73e1b595cb42eba,FL,510,341-3180,no,no,0
93735257ab626333,WA,408,371-8598,no,no,0
6deb21d8fd215ba,MT,415,398-8385,no,no,0
73ab9aad0e43061,AL,408,333-4154,no,no,0
937c1ef8be5d8aef,WV,408,330-3589,no,no,0
6352f27d82c0176,GA,415,417-1477,no,yes,0
681aa9274979e11,OH,510,327-5525,yes,yes,0
94d1e3b7099ca13e,DE,510,363-8244,no,yes,0
93154eb9016bbf91,NE,510,419-9104,no,no,0
63af28406675769,FL,510,363-1560,no,no,0
942ba5b712371a8e,AK,510,341-4075,no,no,0
9487fa116206920c,WI,510,366-9074,no,no,0
6e8502f37dfa62b,WA,510,367-1424,no,yes,0
6e7423d36cf2c26,KY,415,341-1191,no,no,1
73c07380f0a5828,OH,510,342-9480,no,no,0
9eb8e38ac23b0f99,UT,510,355-9360,no,no,0
94242387e735054d,NM,408,343-1538,no,no,0
941b4fea9705cdbf,MN,415,335-2331,no,no,0
7942de1101843d2,WV,510,335-7257,no,yes,0
7331f6fac7a81fc,MN,415,332-2137,no,no,0
937149d8a3e9267b,AL,415,352-2998,no,no,0
6ed7ac04827fd8e,PA,510,346-6941,no,yes,0
93d48dcb953e666c,DE,510,400-2203,no,no,0
6e48126bde64de5,MO,415,421-2955,no,no,0
937db0022e47f0b7,IL,510,331-6629,yes,no,0
93c91d81a8f5a60c,FL,415,343-6314,no,no,0
689bf634764ed7f,HI,415,414-6638,no,no,0
930c7a4faacea27f,ME,510,350-5883,no,no,0
930e7b11ee3e5e6a,CO,408,409-4447,yes,no,1
74a7e69a8bc41df,NH,415,376-4856,no,no,0
74809511ea17730,SC,408,335-1874,no,no,1
9257975be038b129,IN,510,397-6255,no,no,0
9262f374ef427fd5,FL,415,381-5047,no,no,0
52949fa1a447af7,GA,510,403-6850,no,no,0
735a72620689083,IL,415,375-3658,no,yes,0
68a4afdb934235c,NC,510,341-2603,yes,yes,0
926d36bfc2c70de4,VT,510,342-5062,no,yes,0
7498a10cb501b86,DC,415,354-1558,no,yes,0
92b602f0804fc948,VT,408,351-9537,no,no,0
6ed5af814efdb23,NV,415,401-1252,no,no,0
6932b048e860aa4,OR,415,366-9538,yes,no,0
925ca8539b5cf714,AL,408,364-7622,no,no,0
93d29405704c6b2b,ND,408,393-9918,no,yes,0
93cc06f4e1aab049,FL,415,376-4484,no,yes,0
79eee15ea16cfcc,NE,415,410-6791,no,no,1
6d8eada050113c9,ND,415,343-2392,no,yes,0
93db391c634477ba,ME,408,408-4323,no,no,0
93265495ffb181e1,IL,415,395-1718,no,no,0
9487f3dc87933cc5,WA,408,354-9492,no,no,0
937834c51fa42697,MA,408,367-8168,yes,no,1
93db13daf4803599,KS,510,340-3500,no,no,0
6d94eeb2f878c6d,RI,415,369-4962,no,no,0
930c821112834527,MO,415,334-8967,no,yes,0
68fa41f8b028355,IA,510,402-2377,no,no,0
926496554e57a338,WY,408,366-3917,no,no,0
9475b30b31bb26e8,NV,415,333-3531,no,no,0
9327a2e85e1c865f,WI,415,333-8954,no,yes,0
794fe8bade5e463,AL,408,374-9203,no,no,1
948f4db52e47f3e9,HI,415,334-3289,no,no,0
63b9d2b3c534607,MO,415,353-7822,no,no,0
6e66f3fe14aa823,CA,510,350-1422,no,yes,0
5d89bf418105087,MO,408,385-8406,no,no,0
9428f3586e32aa1a,CT,510,380-7277,no,no,0
62a1bf35e4ebabb,MD,415,352-1798,no,no,0
92cc9ce32bc34dcc,OH,415,385-7922,no,yes,0
744b6602bc74724,NV,510,353-7730,no,no,0
5cfd712f55b7d47,MD,408,337-7163,no,no,0
9320f47d8a19751f,NE,510,348-5567,yes,no,0
93156918d80d2b3b,OH,408,420-9575,no,no,0
7a4a5cf795eaab5,MA,510,366-3358,no,no,1
93db6dd667c724fe,OK,510,359-9972,no,yes,0
94758ab623271df4,MA,408,387-3332,no,no,0
92619a449ab9f991,WA,415,354-6960,no,no,0
936c1cf8cfd57762,HI,415,405-3335,no,yes,0
937a389c7db69ed4,CO,415,379-4257,no,no,0
93260c714f3da711,FL,415,355-4992,yes,no,0
685552c769eb74b,WI,415,383-6373,no,no,0
9311ec3f114b2423,ID,510,382-7993,no,yes,0
57692facc974641,WY,408,422-5865,no,no,0
743fdc7e352bad2,GA,510,410-9961,no,no,0
93661c49e2975c6c,FL,415,343-9946,no,no,0
5d0d7d513a37650,WY,408,357-7060,no,no,0
6e0b781056851d5,DE,415,355-9541,no,no,0
6900764c1e26a54,ME,408,378-4145,no,yes,0
925fd2ef43e9ecb1,DC,510,386-2317,no,yes,0
93236299ce79befd,IA,408,335-8146,no,no,0
9262ada4a488fc38,CO,415,377-2235,no,no,0
9260b3e33972d341,MN,415,386-9141,no,no,0
9319042de37e3402,VT,415,416-5623,no,no,0
7466a511221bc8d,AZ,510,327-3053,no,no,0
92720a716e3bf5bf,LA,415,395-6195,no,yes,1
9489f7b4860ea3e5,MO,415,397-8772,yes,no,0
7a1bf76cbc11a33,ME,510,346-7656,no,no,1
9269687854b9f7a0,MD,415,343-2350,no,no,0
931bed9b47134a4f,VT,415,372-4722,no,no,0
926e622c6668f50f,DC,408,399-8615,no,yes,0
931c09882ca691c7,WY,415,379-8248,no,no,0
74e22d2f9205e6b,VA,415,414-6219,no,yes,0
6df7bcbeeb48fc7,VA,510,387-1343,yes,yes,0
51d52b7fbeb909d,CT,510,370-5527,no,no,1
93dac3f65a978c14,HI,510,393-8736,no,no,0
6e28383d23008ad,WI,415,402-7626,no,no,0
6817761377ee31c,MD,415,370-2688,no,no,1
947974ef63d46cb2,WV,415,418-9036,no,no,1
6e274007a4376b2,VT,408,417-2035,no,no,0
92ca4d06a517e711,UT,415,355-3602,no,yes,0
51d4ed7857fded3,CO,408,393-4027,no,no,0
9320f2f62abf02f1,NC,415,418-5141,no,yes,0
5cff3cc2ab67436,NJ,415,406-1247,no,yes,0
92c86a8fc115b5f9,AR,415,402-3892,no,no,1
5d830e71d8c211f,IA,510,332-2965,no,no,0
623b6733053ff5c,GA,408,377-1218,no,yes,0
94ea0f78e0844aea,MO,510,355-2464,no,no,1
9421239c1c8e3882,MO,408,404-4611,no,no,0
92677fc813037cb8,WY,415,373-2339,no,no,0
6de315e1e7869a0,HI,415,410-3503,no,no,0
62a61c90f3dac16,PA,408,410-4739,no,no,0
931bc09d7fc9f74c,TX,415,365-3562,no,no,0
93ca95b96908c26d,VA,510,387-7641,no,no,0
68d99487348b6f6,RI,415,385-9744,no,no,0
7340c0799a6926b,WI,415,398-5006,no,no,0
8c8ce89fa35a9349,MS,415,408-3977,no,no,0
67e6e2016dee1b2,KY,408,334-2729,no,no,0
5d2d7cae526bb4e,NC,415,334-7685,no,no,0
93c9e5a345b68ff1,NV,415,350-9228,no,no,0
736cdef2efd820e,UT,415,407-5774,no,yes,0
9d54d6f30bcc12c3,ME,510,413-4039,no,yes,0
520abdd5db91cc1,HI,415,343-2077,no,no,0
6e4abca6e28c28e,OH,415,336-5661,no,no,0
6ee335e52f78c5a,WV,510,355-4143,no,no,0
6e4ae1ec9a8cc03,OK,415,366-5918,no,no,0
6e458cb17aba506,KY,510,368-7555,yes,no,1
9d452c9491636b30,AL,408,408-2119,no,no,0
744905d363624b3,MD,408,329-2789,no,no,0
7905ed30a5bafb9,NE,510,334-1508,no,yes,0
6e9724b35272363,DC,415,337-1506,no,no,0
936776413f6deaa6,TX,415,396-8400,no,no,0
635f4efc2924537,OH,408,349-2654,no,no,0
92c5bf2bbf01b0d0,DE,415,417-2716,no,no,0
686e7c7cc54051a,IA,510,402-1725,no,no,0
931ed712d341dcaa,VT,415,403-3229,no,no,0
936ccc4251751285,OR,510,353-6056,no,no,0
73627242126b641,NV,415,399-9802,no,yes,1
931263b3df7cb497,NC,415,366-7069,no,no,0
5db9990ae494d67,NJ,408,332-5949,no,no,1
941b4febd1035204,MN,415,393-6376,no,yes,0
7a73165c19cbf57,ID,408,354-7025,no,no,0
7465f758adab8c9,AL,408,351-6585,no,no,0
926e203bdeedb496,AK,415,330-5462,no,no,0
925bbe15e23a0316,VT,415,407-2292,no,no,0
62d4b35daf354cf,PA,415,340-3011,no,no,0
936b762cb616b0a4,AK,415,345-9153,no,yes,0
9431a0f306410948,CA,510,379-5503,no,no,0
92bde616c07c9a46,MS,415,389-6790,no,yes,0
6ec1f4268164429,AR,415,408-3610,no,yes,0
93cccf164cef800f,NV,415,375-8238,yes,no,0
78f2ba68aee1f42,AL,510,378-5633,no,yes,0
63b02080fcd2131,GA,408,389-9120,no,no,0
8c976d0f20e10deb,AR,415,380-2758,no,no,0
7a1bc620821f919,MA,408,402-2728,no,no,0
926c6e9e8e20ecdd,NJ,415,354-9062,no,no,0
93c6debc4ee0597c,MO,415,417-2054,no,yes,0
8ca450e250790ba0,NY,408,353-1941,no,yes,0
6e07fa6b8914e72,AZ,415,328-1522,no,no,0
5e16c7bab7dbe1e,NJ,510,408-4529,no,yes,1
5d3bef980023df2,WV,408,417-5320,no,no,0
93126b75d4d3350a,NM,408,370-9755,no,yes,1
796a867a13c1154,SC,415,372-4835,no,no,0
7428bbfa88d28fe,VT,415,334-6605,no,no,0
63f2e2bc8caaedb,TN,415,399-5564,no,no,0
7475f71805dcf7f,LA,415,392-2887,no,no,0
937b53bcd913f55b,OH,408,328-2110,no,no,0
5189ed5570f6f49,OR,510,383-5976,no,yes,0
9325d6eae9e18603,DE,510,332-6181,no,no,1
926375c531f75f38,KY,415,330-5255,no,no,0
79586503172e2a3,GA,408,413-5190,no,yes,1
6882f1bacc6499f,VT,415,394-7447,no,no,1
9478b16fd3a5c4bc,OR,415,353-7096,no,no,0
62500e65099ba7e,TX,510,395-6002,no,no,0
9260b4a991fdbe74,MO,408,372-9816,no,yes,0
73ed589ef717bc9,ND,415,400-7253,no,yes,0
79337351647caef,MN,510,344-7470,no,no,0
6ed5af32b4f737e,NV,415,378-8572,no,no,0
68a5c0e7dec2c3b,NY,415,345-9140,yes,no,1
9434db1128e4820d,FL,415,340-5460,no,yes,0
92b210341a8b4424,KS,415,369-8024,yes,yes,1
937e3001029d2830,NV,510,395-8595,no,no,0
94e74380549c618b,NV,408,359-4587,no,no,0
5879a6460a89e1b,SC,415,375-5439,no,yes,0
6244cef4d0dcb61,MI,415,361-3779,no,yes,0
5d8974c698f8e60,MI,510,375-8934,no,yes,0
6d982e4954fe15b,TN,510,395-4757,no,no,0
93d58dc720f912b4,NY,510,421-7205,no,yes,0
799285b7db98905,NV,510,379-8805,no,no,0
94e9acf522c97ca1,IL,510,348-2150,no,no,0
92c3b900dc732268,MS,415,417-9128,no,no,0
63e962163257fff,ND,510,351-4226,no,no,0
9484338b14013e9a,NC,415,330-6630,no,no,0
936f7ea26ce670df,MI,408,387-9137,no,no,1
93c1b35f0bd12ee6,TN,415,372-3987,no,no,0
796fdc05676c045,VT,408,408-5183,no,yes,0
62a517ee90c7952,OK,510,412-9357,no,yes,0
6895c18ecdc205d,DE,415,402-3599,no,yes,0
4c1207fa991b6f1,ND,510,379-5211,yes,no,0
5e18abc3cce57df,OR,415,405-9217,no,no,0
952d2891c29ad167,NY,408,340-9200,no,no,0
948ce125e0f7fddf,MO,415,339-9026,no,yes,0
94293546da6fd7eb,FL,415,343-4772,no,no,0
92669711b7885f27,ND,510,345-2108,no,no,0
4be475c26388385,NY,415,401-4650,no,no,0
953001bfc228097c,ND,415,400-3945,no,no,0
9263bde91c79a1ed,NY,415,338-3781,no,no,0
925df5e03918c345,OH,415,342-6316,no,no,0
931132130f7663d0,AL,415,336-5920,no,no,0
5cd7d217d600926,SC,415,332-1060,no,no,0
936bfeb8736d56fc,GA,415,418-3426,no,no,0
6eb4c44df61a518,WY,415,408-6326,no,no,1
4c4f05365ba7ab8,WV,415,334-6142,no,no,0
